filename,rbr,percentage
0495.jpg,True,0.0202
0755.jpg,False,0.0
0116.jpg,False,0.0
0375.jpg,False,0.0
0049.jpg,True,0.2311
0458.jpg,False,0.0
0967.jpg,True,0.6544
0471.jpg,False,0.0
0365.jpg,True,0.6675
0295.jpg,False,0.0
0638.jpg,False,0.0
0656.jpg,False,0.0
0434.jpg,False,0.0
0085.jpg,False,0.0
0077.jpg,False,0.0
0563.jpg,True,0.1643
0904.jpg,True,0.4014
0564.jpg,False,0.0
0110.jpg,False,0.0
0868.jpg,True,0.1456
0293.jpg,True,0.126
0385.jpg,True,0.0785
0617.jpg,False,0.0
0092.jpg,True,0.6145
0194.jpg,True,0.3352
0748.jpg,False,0.0
0808.jpg,False,0.0
0879.jpg,False,0.0
0130.jpg,False,0.0
0247.jpg,False,0.0
0514.jpg,False,0.0
0916.jpg,True,0.6997
0756.jpg,True,0.7829999999999999
0917.jpg,True,0.6512
0305.jpg,True,0.1162
0743.jpg,False,0.0
0541.jpg,True,0.0767
0330.jpg,False,0.0
0439.jpg,True,0.4981
0121.jpg,True,0.5612
0447.jpg,False,0.0
0341.jpg,False,0.0
0067.jpg,True,0.3266
0678.jpg,True,0.6372
0395.jpg,False,0.0
0585.jpg,False,0.0
0275.jpg,False,0.0
0339.jpg,False,0.0
0250.jpg,False,0.0
0233.jpg,False,0.0
0455.jpg,True,0.2888
0814.jpg,False,0.0
0460.jpg,True,0.0277
0020.jpg,False,0.0
0966.jpg,True,0.4575
0798.jpg,False,0.0
0396.jpg,True,0.4289
0556.jpg,False,0.0
0081.jpg,True,0.6994
0672.jpg,False,0.0
0558.jpg,True,0.1625
0492.jpg,True,0.5546
0125.jpg,True,0.011000000000000001
0538.jpg,True,0.4928
0511.jpg,True,0.3052
0728.jpg,True,0.4957
0982.jpg,True,0.6497
0397.jpg,False,0.0
0566.jpg,False,0.0
0889.jpg,True,0.7947
0144.jpg,False,0.0
0960.jpg,False,0.0
0234.jpg,True,0.1274
0113.jpg,True,0.5941
0340.jpg,False,0.0
0893.jpg,False,0.0
0803.jpg,True,0.3869
0015.jpg,False,0.0
0625.jpg,True,0.2696
0635.jpg,True,0.5278
0872.jpg,True,0.5135
0819.jpg,False,0.0
0738.jpg,False,0.0
0740.jpg,True,0.1347
0468.jpg,False,0.0
0681.jpg,True,0.5927
0180.jpg,False,0.0
0192.jpg,False,0.0
0309.jpg,False,0.0
0372.jpg,True,0.8058
0201.jpg,False,0.0
0766.jpg,True,0.7579
0710.jpg,True,0.6772
0955.jpg,True,0.3762
0235.jpg,False,0.0
0019.jpg,True,0.2815
0609.jpg,True,0.5228
0840.jpg,True,0.6098
0202.jpg,True,0.2331
0815.jpg,True,0.1693
0693.jpg,True,0.032
0719.jpg,False,0.0
0073.jpg,False,0.0
0795.jpg,False,0.0
0645.jpg,True,0.6934
0642.jpg,True,0.2683
0972.jpg,False,0.0
0129.jpg,False,0.0
0082.jpg,True,0.0138
0547.jpg,True,0.4853
0871.jpg,True,0.2103
0156.jpg,False,0.0
0383.jpg,False,0.0
0035.jpg,False,0.0
0532.jpg,False,0.0
0659.jpg,True,0.5710000000000001
0549.jpg,False,0.0
0666.jpg,False,0.0
0435.jpg,True,0.0327
0326.jpg,False,0.0
0573.jpg,True,0.5785
0311.jpg,True,0.0508
0843.jpg,True,0.7246
0270.jpg,True,0.0325
0060.jpg,False,0.0
0928.jpg,True,0.4549
0883.jpg,True,0.7855
0168.jpg,False,0.0
0959.jpg,True,0.2459
0170.jpg,False,0.0
0776.jpg,False,0.0
0269.jpg,False,0.0
0906.jpg,True,0.1162
0534.jpg,True,0.4345
0929.jpg,False,0.0
0272.jpg,True,0.0951
0042.jpg,True,0.5734
0520.jpg,True,0.0276
0390.jpg,True,0.1706
0800.jpg,True,0.5928
0497.jpg,True,0.4355
0282.jpg,False,0.0
0267.jpg,True,0.5746
0777.jpg,False,0.0
0331.jpg,True,0.0383
0284.jpg,False,0.0
0515.jpg,True,0.6977
0301.jpg,True,0.6532
0760.jpg,False,0.0
0041.jpg,True,0.2698
0484.jpg,False,0.0
0712.jpg,True,0.0181
0299.jpg,True,0.5854
0446.jpg,False,0.0
0220.jpg,False,0.0
0276.jpg,False,0.0
0626.jpg,True,0.6923
0112.jpg,True,0.4558
0263.jpg,True,0.4139
0345.jpg,False,0.0
0476.jpg,False,0.0
0899.jpg,False,0.0
0367.jpg,False,0.0
0008.jpg,False,0.0
0847.jpg,False,0.0
0687.jpg,True,0.6697
0623.jpg,False,0.0
0810.jpg,True,0.11599999999999999
0064.jpg,False,0.0
0481.jpg,True,0.2133
0767.jpg,True,0.213
0178.jpg,True,0.1197
0489.jpg,True,0.0571
0874.jpg,True,0.2842
0649.jpg,True,0.4928
1000.jpg,False,0.0
0701.jpg,False,0.0
0231.jpg,False,0.0
0792.jpg,True,0.5002
0598.jpg,True,0.0282
0368.jpg,True,0.1319
0545.jpg,False,0.0
0030.jpg,False,0.0
0494.jpg,True,0.3758
0413.jpg,False,0.0
0268.jpg,False,0.0
0751.jpg,True,0.2506
0457.jpg,True,0.1321
0406.jpg,True,0.1495
0602.jpg,True,0.0263
0661.jpg,False,0.0
0880.jpg,False,0.0
0612.jpg,True,0.615
0812.jpg,False,0.0
0430.jpg,True,0.5785
0994.jpg,True,0.5946
0759.jpg,False,0.0
0214.jpg,False,0.0
0257.jpg,False,0.0
0054.jpg,True,0.4756
0038.jpg,True,0.4617
0146.jpg,True,0.4803
0789.jpg,False,0.0
0207.jpg,False,0.0
0830.jpg,True,0.4958
0723.jpg,False,0.0
0145.jpg,True,0.4592
0062.jpg,False,0.0
0779.jpg,True,0.0225
0836.jpg,True,0.045
0454.jpg,False,0.0
0499.jpg,False,0.0
0689.jpg,True,0.1373
0809.jpg,False,0.0
0148.jpg,True,0.5098
0881.jpg,True,0.4273
0758.jpg,False,0.0
0371.jpg,False,0.0
0711.jpg,False,0.0
0704.jpg,True,0.1426
0213.jpg,False,0.0
0104.jpg,True,0.6583
0978.jpg,False,0.0
0142.jpg,False,0.0
0327.jpg,False,0.0
0310.jpg,False,0.0
0172.jpg,True,0.3353
0465.jpg,True,0.2354
0578.jpg,True,0.7006
0449.jpg,False,0.0
0937.jpg,False,0.0
0923.jpg,False,0.0
0292.jpg,True,0.6587
0277.jpg,True,0.013999999999999999
0102.jpg,True,0.6402
0531.jpg,False,0.0
0140.jpg,False,0.0
0312.jpg,True,0.027999999999999997
0705.jpg,False,0.0
0938.jpg,True,0.0287
0846.jpg,False,0.0
0379.jpg,True,0.695
0946.jpg,False,0.0
0241.jpg,True,0.6048
0245.jpg,True,0.5517
0320.jpg,False,0.0
0975.jpg,True,0.3372
0548.jpg,True,0.1049
0597.jpg,False,0.0
0255.jpg,True,0.0778
0137.jpg,True,0.0874
0084.jpg,False,0.0
0943.jpg,True,0.7
1001.jpg,False,0.0
0323.jpg,False,0.0
0287.jpg,True,0.1877
0679.jpg,False,0.0
0526.jpg,True,0.6975
0350.jpg,True,0.3476
0175.jpg,False,0.0
0107.jpg,True,0.0412
0813.jpg,False,0.0
0223.jpg,True,0.0127
0655.jpg,False,0.0
0747.jpg,True,0.2709
0338.jpg,True,0.3246
0285.jpg,False,0.0
0523.jpg,True,0.2348
0011.jpg,False,0.0
0590.jpg,False,0.0
0420.jpg,False,0.0
0860.jpg,False,0.0
0230.jpg,False,0.0
0676.jpg,False,0.0
0332.jpg,True,0.0616
0660.jpg,True,0.0128
0139.jpg,False,0.0
0790.jpg,False,0.0
0386.jpg,False,0.0
0859.jpg,False,0.0
0902.jpg,False,0.0
0627.jpg,False,0.0
0572.jpg,False,0.0
0256.jpg,True,0.2665
0700.jpg,True,0.0478
0242.jpg,False,0.0
0260.jpg,False,0.0
0581.jpg,False,0.0
0657.jpg,True,0.0728
0517.jpg,True,0.3002
0421.jpg,True,0.1352
0215.jpg,False,0.0
0512.jpg,True,0.5731
0006.jpg,True,0.564
0414.jpg,True,0.4406
0363.jpg,True,0.5425
0154.jpg,False,0.0
0856.jpg,True,0.6356
0780.jpg,True,0.0989
0115.jpg,False,0.0
0046.jpg,False,0.0
0639.jpg,False,0.0
0010.jpg,False,0.0
0353.jpg,False,0.0
0781.jpg,False,0.0
0051.jpg,True,0.4314
0485.jpg,True,0.0324
0369.jpg,True,0.1372
0318.jpg,True,0.0371
0845.jpg,True,0.4667
0622.jpg,True,0.5423
0079.jpg,False,0.0
0568.jpg,False,0.0
0361.jpg,True,0.5942
0822.jpg,False,0.0
1003.jpg,False,0.0
0479.jpg,True,0.7040000000000001
0224.jpg,True,0.6962
0561.jpg,True,0.5838
0158.jpg,True,0.4013
0294.jpg,False,0.0
0817.jpg,False,0.0
0159.jpg,False,0.0
0858.jpg,True,0.1852
0016.jpg,True,0.1012
0229.jpg,False,0.0
0021.jpg,True,0.1115
0927.jpg,True,0.14300000000000002
0337.jpg,False,0.0
0739.jpg,True,0.5436
0464.jpg,True,0.6342
0336.jpg,False,0.0
0258.jpg,False,0.0
0901.jpg,False,0.0
0897.jpg,True,0.0075
0366.jpg,False,0.0
0732.jpg,False,0.0
0762.jpg,False,0.0
0057.jpg,False,0.0
0664.jpg,False,0.0
0342.jpg,True,0.7169
0364.jpg,False,0.0
0211.jpg,False,0.0
0908.jpg,True,0.5304
0961.jpg,True,0.4827
0063.jpg,False,0.0
0628.jpg,False,0.0
0411.jpg,True,0.0244
0173.jpg,False,0.0
0238.jpg,False,0.0
0844.jpg,True,0.075
0722.jpg,True,0.5963
0303.jpg,False,0.0
0239.jpg,True,0.0254
0423.jpg,False,0.0
0393.jpg,True,0.6162
0630.jpg,True,0.245
0772.jpg,False,0.0
0576.jpg,True,0.6559
0553.jpg,False,0.0
0663.jpg,True,0.2744
0405.jpg,False,0.0
0605.jpg,True,0.0953
0895.jpg,True,0.4857
0094.jpg,False,0.0
0616.jpg,False,0.0
0850.jpg,False,0.0
0322.jpg,False,0.0
0615.jpg,False,0.0
0086.jpg,True,0.5418
0707.jpg,False,0.0
0641.jpg,False,0.0
0419.jpg,False,0.0
0498.jpg,False,0.0
0205.jpg,False,0.0
0726.jpg,True,0.5399
0733.jpg,False,0.0
0141.jpg,False,0.0
0869.jpg,True,0.1947
0463.jpg,True,0.6018
0286.jpg,True,0.5848
0078.jpg,False,0.0
0686.jpg,True,0.4095
0147.jpg,True,0.5778
0103.jpg,True,0.5009
0644.jpg,False,0.0
0631.jpg,False,0.0
0752.jpg,True,0.6081
0706.jpg,True,0.4761
0555.jpg,False,0.0
0149.jpg,True,0.5026
0472.jpg,False,0.0
0427.jpg,False,0.0
0251.jpg,True,0.1101
0444.jpg,False,0.0
0796.jpg,True,0.5518
0445.jpg,False,0.0
0753.jpg,True,0.4774
0380.jpg,False,0.0
0037.jpg,True,0.0456
0518.jpg,False,0.0
0551.jpg,False,0.0
0291.jpg,True,0.6427
0903.jpg,True,0.4
0478.jpg,True,0.1157
0304.jpg,True,0.5768
0763.jpg,True,0.3287
0988.jpg,True,0.5639
0335.jpg,False,0.0
0648.jpg,True,0.43
0510.jpg,True,0.1685
0189.jpg,False,0.0
0135.jpg,False,0.0
0298.jpg,False,0.0
0108.jpg,True,0.4789
0100.jpg,False,0.0
0855.jpg,False,0.0
0542.jpg,False,0.0
0773.jpg,True,0.6796
0900.jpg,False,0.0
0266.jpg,True,0.4206
0504.jpg,True,0.611
0001.jpg,True,0.0704
0823.jpg,False,0.0
0425.jpg,True,0.4519
0127.jpg,False,0.0
0820.jpg,False,0.0
0415.jpg,False,0.0
0183.jpg,False,0.0
0713.jpg,False,0.0
0334.jpg,False,0.0
0595.jpg,True,0.1322
0384.jpg,False,0.0
0941.jpg,True,0.0608
0319.jpg,True,0.6301
0014.jpg,False,0.0
0133.jpg,True,0.6643
0508.jpg,False,0.0
0424.jpg,False,0.0
0703.jpg,False,0.0
0166.jpg,True,0.4152
0382.jpg,True,0.6587
0636.jpg,True,0.7283
0731.jpg,False,0.0
0668.jpg,True,0.515
0083.jpg,False,0.0
0000.jpg,False,0.0
0029.jpg,True,0.6872
0980.jpg,True,0.0524
0709.jpg,True,0.4538
0702.jpg,True,0.071
0637.jpg,True,0.2486
0853.jpg,True,0.3918
0699.jpg,False,0.0
0467.jpg,False,0.0
0527.jpg,False,0.0
0452.jpg,False,0.0
0619.jpg,True,0.4887
1005.jpg,True,0.2668
0524.jpg,True,0.2984
0474.jpg,True,0.3564
0204.jpg,False,0.0
0575.jpg,False,0.0
0018.jpg,True,0.0803
0236.jpg,True,0.1237
0161.jpg,False,0.0
0509.jpg,True,0.7509
0120.jpg,True,0.6689
0004.jpg,False,0.0
0431.jpg,True,0.0227
0109.jpg,False,0.0
0321.jpg,True,0.4557
0652.jpg,False,0.0
0949.jpg,True,0.6914
0111.jpg,True,0.6017
0736.jpg,False,0.0
0186.jpg,True,0.6802
0026.jpg,True,0.8536
0428.jpg,True,0.5992
0271.jpg,False,0.0
0288.jpg,False,0.0
0391.jpg,True,0.6513
0118.jpg,True,0.1451
0273.jpg,False,0.0
0398.jpg,False,0.0
0640.jpg,False,0.0
0313.jpg,True,0.6525
0607.jpg,True,0.3962
0370.jpg,False,0.0
0690.jpg,False,0.0
0952.jpg,True,0.6255
0969.jpg,False,0.0
0506.jpg,True,0.6116
0433.jpg,False,0.0
0164.jpg,True,0.5265
0765.jpg,True,0.045
0618.jpg,True,0.0222
0157.jpg,True,0.1993
0056.jpg,True,0.5846
0670.jpg,False,0.0
0314.jpg,True,0.5820000000000001
0392.jpg,False,0.0
0942.jpg,False,0.0
0171.jpg,False,0.0
0832.jpg,True,0.2912
0603.jpg,True,0.6039
0210.jpg,False,0.0
0176.jpg,True,0.2972
0614.jpg,True,0.5758
0131.jpg,False,0.0
0863.jpg,False,0.0
0195.jpg,False,0.0
0891.jpg,False,0.0
0401.jpg,True,0.6948
0907.jpg,False,0.0
0696.jpg,False,0.0
0557.jpg,False,0.0
0839.jpg,False,0.0
0715.jpg,True,0.5946
0219.jpg,True,0.7894
0209.jpg,False,0.0
0749.jpg,True,0.44
0864.jpg,True,0.4408
0351.jpg,True,0.5739
0362.jpg,False,0.0
0835.jpg,True,0.5871
0496.jpg,False,0.0
0069.jpg,False,0.0
0716.jpg,False,0.0
0957.jpg,False,0.0
0921.jpg,True,0.6809
0866.jpg,False,0.0
0750.jpg,True,0.5299
0536.jpg,True,0.6126
0973.jpg,True,0.6228
0924.jpg,True,0.059000000000000004
0237.jpg,True,0.5049
0461.jpg,False,0.0
0500.jpg,True,0.3737
0200.jpg,False,0.0
0989.jpg,False,0.0
0933.jpg,True,0.1679
0849.jpg,True,0.1226
0012.jpg,False,0.0
0596.jpg,False,0.0
0289.jpg,False,0.0
0783.jpg,True,0.2151
0604.jpg,False,0.0
0466.jpg,False,0.0
0914.jpg,True,0.1538
0177.jpg,True,0.0912
0784.jpg,False,0.0
0727.jpg,True,0.4573
0031.jpg,False,0.0
0163.jpg,True,0.4911
0225.jpg,True,0.5762
0981.jpg,False,0.0
0429.jpg,True,0.2941
